,correlation,difference,fraction receiving evidence,n_agents,n_evidence,n_iterations,risk,trust
272,0.9247157743071522,0.10787868158330477,0.5,50,20,50,0.7,0.7
273,0.5711782397964804,0.29956709956709954,0.5,50,20,50,0.7,0.7
274,0.7094464876873353,0.06333322703785023,0.5,50,20,50,0.7,0.7
275,0.9490550082403866,0.015593900138843743,0.5,50,20,50,0.7,0.7
276,0.864385287079466,0.05883116883116846,0.5,50,20,50,1.0,1.0
277,0.45351176690693284,0.11619047619047639,0.5,50,20,50,1.0,1.0
278,0.9353754737760117,0.13376623376623423,0.5,50,20,50,1.0,1.0
279,0.703241569480512,0.254621001748432,0.5,50,20,50,1.0,1.0
280,0.9423997463555246,0.13311853774154095,0.75,50,20,50,0.0,0.0
281,0.943765951557142,0.07365459889882127,0.75,50,20,50,0.0,0.0
282,0.9418807246751385,0.11585518872775848,0.75,50,20,50,0.0,0.0
283,0.9509589126006978,0.14942785117828436,0.75,50,20,50,0.0,0.0
284,0.9616390335726531,0.1125014442518773,0.75,50,20,50,0.3,0.3
285,0.6991262632969243,0.11809523809523796,0.75,50,20,50,0.3,0.3
286,0.9202719570702711,0.08047619047619038,0.75,50,20,50,0.3,0.3
287,0.9798623755093208,0.014390529634751936,0.75,50,20,50,0.3,0.3
288,0.9208805185197569,0.08502164502164479,0.75,50,20,50,0.5,0.5
289,0.8369516382909357,0.061549063299496574,0.75,50,20,50,0.5,0.5
290,0.9387615160814589,0.08904761904761938,0.75,50,20,50,0.5,0.5
291,0.9127422882456324,0.039860751611185054,0.75,50,20,50,0.5,0.5
292,0.9492320190296883,0.07490280777537776,0.75,50,20,50,0.7,0.7
293,0.8915202675974535,0.08571428571428603,0.75,50,20,50,0.7,0.7
294,0.9551907447259457,0.08450205820668184,0.75,50,20,50,0.7,0.7
295,0.6066176186242161,0.1566666666666669,0.75,50,20,50,0.7,0.7
296,0.8777211243261474,0.04930901393201726,0.75,50,20,50,1.0,1.0
297,0.7558421018107202,0.10285714285714309,0.75,50,20,50,1.0,1.0
298,0.3672496321233263,0.25680591505548195,0.75,50,20,50,1.0,1.0
299,0.5684949066102586,0.2666666666666667,0.75,50,20,50,1.0,1.0
300,0.201138178627733,0.18121212121212116,0.1,50,5,100,0.0,0.0
301,0.15150156421899943,0.15714285714285706,0.1,50,5,100,0.0,0.0
302,0.6761073665541167,0.20502164502164497,0.1,50,5,100,0.0,0.0
303,0.5757002952683355,0.228095238095238,0.1,50,5,100,0.0,0.0
304,0.509360775190611,0.10999999999999999,0.1,50,5,100,0.3,0.3
305,0.12909249148689056,0.11666666666666674,0.1,50,5,100,0.3,0.3
306,0.3517767094227293,0.12380952380952372,0.1,50,5,100,0.3,0.3
307,0.7569129835987766,0.23168831168831164,0.1,50,5,100,0.3,0.3
308,0.40558125135871226,0.18095238095238086,0.1,50,5,100,0.5,0.5
309,0.25848945308058896,0.2812121212121213,0.1,50,5,100,0.5,0.5
310,0.15941177574037266,0.10047619047619039,0.1,50,5,100,0.5,0.5
311,0.2930468791107476,0.15095238095238084,0.1,50,5,100,0.5,0.5
312,0.6116487612704903,0.053333333333333365,0.1,50,5,100,0.7,0.7
313,0.0512264362086313,0.14380952380952375,0.1,50,5,100,0.7,0.7
314,0.7281830203122251,0.16428571428571417,0.1,50,5,100,0.7,0.7
315,0.2862646183893497,0.053333333333333344,0.1,50,5,100,0.7,0.7
316,0.14280073819185365,0.0971428571428571,0.1,50,5,100,1.0,1.0
317,0.34737377945732234,0.04952380952380967,0.1,50,5,100,1.0,1.0
318,-0.07635534360749752,0.2345454545454546,0.1,50,5,100,1.0,1.0
319,0.266337599133519,0.21121212121212127,0.1,50,5,100,1.0,1.0
320,0.6585362068150209,0.1133333333333333,0.25,50,5,100,0.0,0.0
321,0.5789721737581986,0.1645454545454545,0.25,50,5,100,0.0,0.0
322,0.6745240994149647,0.13047619047619038,0.25,50,5,100,0.0,0.0
323,0.7835382269609522,0.14121212121212115,0.25,50,5,100,0.0,0.0
324,0.5528070395410619,0.1338095238095237,0.25,50,5,100,0.3,0.3
325,0.7007938213608217,0.043333333333333314,0.25,50,5,100,0.3,0.3
326,0.6408880231724667,0.22168831168831163,0.25,50,5,100,0.3,0.3
327,0.8696227091444629,0.1450216450216449,0.25,50,5,100,0.3,0.3
328,0.25059120480580405,0.11333333333333333,0.25,50,5,100,0.5,0.5
329,0.6860864905918774,0.1178787878787878,0.25,50,5,100,0.5,0.5
330,0.5448899310799611,0.10666666666666663,0.25,50,5,100,0.5,0.5
331,0.40138740038004395,0.15000000000000002,0.25,50,5,100,0.5,0.5
332,0.741454918026326,0.19761904761904756,0.25,50,5,100,0.7,0.7
333,0.8854149556800407,0.12502164502164492,0.25,50,5,100,0.7,0.7
334,0.588985100592994,0.12428571428571415,0.25,50,5,100,0.7,0.7
335,0.4976272316676777,0.16428571428571417,0.25,50,5,100,0.7,0.7
336,0.706259274954801,0.0738095238095237,0.25,50,5,100,1.0,1.0
337,0.2999047819691029,0.10000000000000002,0.25,50,5,100,1.0,1.0
338,0.6325535174504808,0.10333333333333337,0.25,50,5,100,1.0,1.0
339,0.4735450009061846,0.1038095238095239,0.25,50,5,100,1.0,1.0
340,0.6989604595228444,0.15714285714285706,0.33,50,5,100,0.0,0.0
341,0.7483105919422298,0.09333333333333331,0.33,50,5,100,0.0,0.0
342,0.608654124005794,0.16428571428571417,0.33,50,5,100,0.0,0.0
343,0.8712949262332605,0.25623376623376615,0.33,50,5,100,0.0,0.0
344,0.8208378832313382,0.07666666666666676,0.33,50,5,100,0.3,0.3
345,0.7666882613769577,0.12428571428571415,0.33,50,5,100,0.3,0.3
346,0.848265654164105,0.19809523809523796,0.33,50,5,100,0.3,0.3
347,0.6200028079376927,0.1009523809523808,0.33,50,5,100,0.3,0.3
348,0.6898502246376802,0.033333333333333326,0.33,50,5,100,0.5,0.5
349,0.6962351251123068,0.033333333333333326,0.33,50,5,100,0.5,0.5
350,0.8461403508390979,0.09666666666666661,0.33,50,5,100,0.5,0.5
351,0.838468208603293,0.09809523809523786,0.33,50,5,100,0.5,0.5
352,0.44218916705059313,0.1266666666666668,0.33,50,5,100,0.7,0.7
353,0.7515607699010555,0.11428571428571414,0.33,50,5,100,0.7,0.7
354,0.6515458202486278,0.11714285714285705,0.33,50,5,100,0.7,0.7
355,0.43940673207440134,0.07333333333333336,0.33,50,5,100,0.7,0.7
356,0.8933600486008696,0.13168831168831155,0.33,50,5,100,1.0,1.0
357,0.8443402296066266,0.1038095238095238,0.33,50,5,100,1.0,1.0
358,0.688840197865579,0.09904761904761931,0.33,50,5,100,1.0,1.0
359,0.9020893833719247,0.08835497835497823,0.33,50,5,100,1.0,1.0
360,0.8414934845083005,0.13380952380952374,0.5,50,5,100,0.0,0.0
361,0.7712001200093215,0.17142857142857126,0.5,50,5,100,0.0,0.0
362,0.9422119013656526,0.08428571428571412,0.5,50,5,100,0.0,0.0
363,0.8723750118474921,0.04999999999999991,0.5,50,5,100,0.0,0.0
